Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault,Fault Mode,TTC,Turbine ID
1026.8455297786843,15016.157944765248,3116.508976894156,-0.208521967581851,7019.698654998208,3.9871828781852647,168.59620355647408,568.4971795389977,121.47502513818698,1.0,3,97,134
1029.7658822736505,15045.171043404864,3501.321966713967,4.7595250954922905,7901.698180086352,1.4062203005419152,30.12959042208104,681.8354418322485,132.999025570317,1.0,2,79,853
1263.3651936628985,14824.115157284568,3349.822548551655,1.6503086233974558,7448.723282429731,2.4896476783827186,-197.96489711511785,818.7143019360503,119.91967746375198,1.0,2,97,259
1029.9143390655852,15352.647981387072,3354.445172605861,1.4876072836073588,7724.942386182146,2.012011104315804,-26.78331010562264,693.7788004589748,110.31605300118946,1.0,2,85,327
975.8283814303436,15538.492781900984,3583.326735315339,3.110679543076788,8351.924491783531,2.8567371768865994,162.96331718282843,484.2015358207219,115.35156153803518,1.0,1,71,904
1045.1498784435644,15149.43448716431,3690.611368524517,0.5979377749908834,8386.601271756897,1.4251867571402022,23.234572329086205,561.2012344311152,115.40224264729925,1.0,2,73,967
855.0772706118684,15545.060175109013,3700.939959274276,2.329235787263876,8629.700155707616,3.985273376063974,148.20514351838762,491.69666426179145,127.37409119438804,1.0,3,72,120
1257.9865199124663,14659.52727880138,3451.245231412789,-0.7522646998123392,7589.043542359344,3.088871279949252,-213.4101815552401,858.9942960918077,120.7955250693752,1.0,2,98,165
987.1716821257172,15199.223496180248,3364.8483641491766,2.5483342655544137,7671.4623476189745,3.6343548263851977,142.76225104639298,540.8342065484175,116.61670985335206,1.0,3,95,704
1025.25986201124,16180.831655899994,3617.556840770747,3.9181475075981416,8780.26173692413,4.128990121040641,46.943480856203394,591.8530448832104,113.66457771611232,1.0,2,73,20
1009.030910921797,14375.356663013605,3396.397462773582,-0.1298934993214799,7323.663734508706,3.271192447069202,147.98289934221734,496.78214306349867,134.65456110835123,1.0,3,97,425
1216.2429009643415,15836.746896935269,3617.665583597812,1.3236544699526211,8593.808130778823,4.321993000430936,-143.09699841217284,791.77118277575,119.07894022824875,1.0,2,96,647
1186.3618037703875,15586.10489249022,3373.560227063858,2.6611152571153647,7887.09953402256,3.872443463701098,-95.26869830988072,766.4793537098116,112.7871737974187,1.0,2,91,374
1226.7653595721167,14817.325858657996,3674.632686428081,2.6278546085318863,8167.234488852106,3.338594116047783,-168.7837980268923,781.4952926657681,106.25109800858606,1.0,2,97,522
1058.7122606313542,14489.937499007803,3476.4237059529573,3.049136902539613,7555.974332899114,0.861882329232828,72.4982098701797,574.8862927837528,125.17927869018747,1.0,2,75,100
928.3906429072492,14766.1081592897,3468.855950856502,3.412181714861684,7683.225323901423,5.268819506076023,135.4308342984379,529.1586530859163,149.9139288318256,1.0,1,91,687
959.4427583328333,14546.727243305624,3553.1905300896306,3.616753623078369,7753.094022706556,3.5129572794530914,180.7619887199883,554.7117426562861,95.34752817232146,1.0,3,89,441
918.4146376272006,15195.166044564936,3223.2910110543435,6.091219870563739,7346.766318438651,3.7869729571481647,141.976751064619,497.773159326535,140.79796099115697,1.0,1,96,582
1067.7107976133768,14251.740314992552,3131.8251659695857,2.590839059605273,6695.093846603547,3.3584692674268672,149.27712349560684,566.9537004701027,101.14611606316878,1.0,3,100,46
904.9995095400616,14698.055803769746,3234.181386505445,2.2997695160908136,7130.426774755566,4.307594250750136,153.47947369715004,527.8696779392021,129.20739017554902,1.0,3,100,1000
889.2367797525058,14952.451638121836,4045.066344681852,6.892274406350416,9072.54883377745,1.5652161208425488,116.76076087690863,501.1039673571337,144.83193358806895,1.0,1,100,207
848.7554601406189,15042.951607503866,3374.0049121800544,3.3103516148186287,7613.248892610733,1.399525485834298,160.44932368542732,535.6009308329226,149.82408757967409,1.0,1,91,411
966.2123281818303,15442.72671629642,3013.482710566956,2.5690981765103995,6980.458494535451,5.617441603954863,141.5963269073359,560.434262320115,124.9177690195921,1.0,3,93,358
1082.2599452558652,14988.68386629695,3420.8409606472665,3.770115276969108,7691.085557403215,2.797536854753315,14.114902013433124,578.3212538718494,118.00562624217174,1.0,2,80,293
